GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_900121535.1	PRJEB5280	SAMEA2683145	Scaffold	2012	Peru	NULL	NULL
GCA_900121705.1	PRJEB5280	SAMEA2682696	Scaffold	2009	Peru	NULL	NULL
GCA_900123395.1	PRJEB5280	SAMEA2682920	Scaffold	2010	Peru	NULL	NULL
GCA_900122245.1	PRJEB5280	SAMEA2683032	Scaffold	2011	Peru	NULL	NULL
GCA_900122935.1	PRJEB5280	SAMEA2683114	Scaffold	2012	Peru	NULL	NULL
GCA_900123865.1	PRJEB5280	SAMEA2682877	Scaffold	2010	Peru	NULL	NULL
GCA_900122375.1	PRJEB5280	SAMEA2683046	Scaffold	2011	Peru	NULL	NULL
GCA_900122845.1	PRJEB5280	SAMEA2683103	Scaffold	2011	Peru	NULL	NULL
GCA_900124305.1	PRJEB5280	SAMEA2682961	Scaffold	2009	Peru	NULL	NULL
GCA_900124195.1	PRJEB5280	SAMEA2682943	Scaffold	2009	Peru	NULL	NULL
GCA_900124465.1	PRJEB5280	SAMEA2683007	Scaffold	2007	Peru	NULL	NULL
GCA_900120655.1	PRJEB5280	SAMEA2682705	Scaffold	2009	Peru	NULL	NULL
GCA_900122805.1	PRJEB5280	SAMEA2683099	Scaffold	2012	Peru	NULL	NULL
GCA_900121835.1	PRJEB5280	SAMEA2682718	Scaffold	2009	Peru	NULL	NULL
GCA_900122155.1	PRJEB5280	SAMEA2682763	Scaffold	2009	Peru	NULL	NULL
GCA_900122565.1	PRJEB5280	SAMEA2683069	Scaffold	2011	Peru	NULL	NULL
GCA_900120945.1	PRJEB5280	SAMEA2682688	Scaffold	2009	Peru	NULL	NULL
GCA_900124015.1	PRJEB5280	SAMEA2682923	Scaffold	2010	Peru	NULL	NULL
GCA_900124065.1	PRJEB5280	SAMEA2682929	Scaffold	2009	Peru	NULL	NULL
GCA_900122925.1	PRJEB5280	SAMEA2683112	Scaffold	2012	Peru	NULL	NULL
GCA_900122515.1	PRJEB5280	SAMEA2683065	Scaffold	2011	Peru	NULL	NULL
GCA_900123105.1	PRJEB5280	SAMEA2682808	Scaffold	2009	Peru	NULL	NULL
GCA_900120895.1	PRJEB5280	SAMEA2682806	Scaffold	2009	Peru	NULL	NULL
GCA_900122295.1	PRJEB5280	SAMEA2683014	Scaffold	2011	Peru	NULL	NULL
GCA_900122365.1	PRJEB5280	SAMEA2683045	Scaffold	2011	Peru	NULL	NULL
GCA_900121385.1	PRJEB5280	SAMEA2683118	Scaffold	2012	Peru	NULL	NULL
GCA_900122385.1	PRJEB5280	SAMEA2683047	Scaffold	2011	Peru	NULL	NULL
GCA_900122045.1	PRJEB5280	SAMEA2683109	Scaffold	2011	Peru	NULL	NULL
GCA_900123225.1	PRJEB5280	SAMEA2682832	Scaffold	2009	Peru	NULL	NULL
GCA_900121185.1	PRJEB5280	SAMEA2682858	Scaffold	2010	Peru	NULL	NULL
GCA_900123655.1	PRJEB5280	SAMEA2682995	Scaffold	2011	Peru	NULL	NULL
GCA_900123515.1	PRJEB5280	SAMEA2682970	Scaffold	2009	Peru	NULL	NULL
GCA_900121715.1	PRJEB5280	SAMEA2682698	Scaffold	2009	Peru	NULL	NULL
GCA_900120635.1	PRJEB5280	SAMEA2682703	Scaffold	2008	Peru	NULL	NULL
GCA_900124105.1	PRJEB5280	SAMEA2682935	Scaffold	2009	Peru	NULL	NULL
GCA_900124025.1	PRJEB5280	SAMEA2682924	Scaffold	2010	Peru	NULL	NULL
GCA_900124555.1	PRJEB5280	SAMEA2683026	Scaffold	2011	Peru	NULL	NULL
GCA_900123795.1	PRJEB5280	SAMEA2682888	Scaffold	2010	Peru	NULL	NULL
GCA_900123965.1	PRJEB5280	SAMEA2682915	Scaffold	2009	Peru	NULL	NULL
GCA_900122875.1	PRJEB5280	SAMEA2683106	Scaffold	2012	Peru	NULL	NULL
GCA_900121305.1	PRJEB5280	SAMEA2682871	Scaffold	2009	Peru	NULL	NULL
GCA_900124645.1	PRJEB5280	SAMEA2682960	Scaffold	2009	Peru	NULL	NULL
GCA_900120455.1	PRJEB5280	SAMEA2682744	Scaffold	2009	Peru	NULL	NULL
GCA_900122015.1	PRJEB5280	SAMEA2682745	Scaffold	2009	Peru	NULL	NULL
GCA_900124095.1	PRJEB5280	SAMEA2682933	Scaffold	2009	Peru	NULL	NULL
GCA_900123285.1	PRJEB5280	SAMEA2682783	Scaffold	2009	Peru	NULL	NULL
GCA_900123215.1	PRJEB5280	SAMEA2682831	Scaffold	2009	Peru	NULL	NULL
GCA_900120975.1	PRJEB5280	SAMEA2682827	Scaffold	2009	Peru	NULL	NULL
GCA_900120595.1	PRJEB5280	SAMEA2682708	Scaffold	2008	Peru	NULL	NULL
GCA_900122665.1	PRJEB5280	SAMEA2683083	Scaffold	2011	Peru	NULL	NULL
GCA_900121135.1	PRJEB5280	SAMEA2682854	Scaffold	2009	Peru	NULL	NULL
GCA_900123855.1	PRJEB5280	SAMEA2682898	Scaffold	2010	Peru	NULL	NULL
GCA_900124565.1	PRJEB5280	SAMEA2683030	Scaffold	2007	Peru	NULL	NULL
GCA_900122275.1	PRJEB5280	SAMEA2683035	Scaffold	2011	Peru	NULL	NULL
GCA_900121935.1	PRJEB5280	SAMEA2683107	Scaffold	2011	Peru	NULL	NULL
GCA_900122955.1	PRJEB5280	SAMEA2683120	Scaffold	2012	Peru	NULL	NULL
GCA_900122205.1	PRJEB5280	SAMEA2683013	Scaffold	2011	Peru	NULL	NULL
GCA_900122545.1	PRJEB5280	SAMEA2683067	Scaffold	2011	Peru	NULL	NULL
GCA_900122815.1	PRJEB5280	SAMEA2683100	Scaffold	2011	Peru	NULL	NULL
GCA_900122325.1	PRJEB5280	SAMEA2683041	Scaffold	2011	Peru	NULL	NULL
GCA_900120745.1	PRJEB5280	SAMEA2682798	Scaffold	2009	Peru	NULL	NULL
GCA_900123495.1	PRJEB5280	SAMEA2682968	Scaffold	2011	Peru	NULL	NULL
GCA_900124075.1	PRJEB5280	SAMEA2682930	Scaffold	2009	Peru	NULL	NULL
GCA_900120815.1	PRJEB5280	SAMEA2682700	Scaffold	2009	Peru	NULL	NULL
GCA_900122225.1	PRJEB5280	SAMEA2683029	Scaffold	2011	Peru	NULL	NULL
GCA_900121395.1	PRJEB5280	SAMEA2683124	Scaffold	2012	Peru	NULL	NULL
GCA_900121805.1	PRJEB5280	SAMEA2682715	Scaffold	2009	Peru	NULL	NULL
GCA_900123265.1	PRJEB5280	SAMEA2682847	Scaffold	2009	Peru	NULL	NULL
GCA_900122795.1	PRJEB5280	SAMEA2683021	Scaffold	2011	Peru	NULL	NULL
GCA_900120485.1	PRJEB5280	SAMEA2682725	Scaffold	2009	Peru	NULL	NULL
GCA_900124175.1	PRJEB5280	SAMEA2682941	Scaffold	2009	Peru	NULL	NULL
GCA_900122335.1	PRJEB5280	SAMEA2683042	Scaffold	2010	Peru	NULL	NULL
GCA_900124225.1	PRJEB5280	SAMEA2682953	Scaffold	2009	Peru	NULL	NULL
GCA_900124625.1	PRJEB5280	SAMEA2682850	Scaffold	2009	Peru	NULL	NULL
GCA_900121295.1	PRJEB5280	SAMEA2682868	Scaffold	2009	Peru	NULL	NULL
GCA_900120555.1	PRJEB5280	SAMEA2682710	Scaffold	2008	Peru	NULL	NULL
GCA_900123455.1	PRJEB5280	SAMEA2682949	Scaffold	2009	Peru	NULL	NULL
GCA_900124445.1	PRJEB5280	SAMEA2683000	Scaffold	2011	Peru	NULL	NULL
GCA_900120495.1	PRJEB5280	SAMEA2682784	Scaffold	2009	Peru	NULL	NULL
GCA_900121195.1	PRJEB5280	SAMEA2682859	Scaffold	2009	Peru	NULL	NULL
GCA_900121375.1	PRJEB5280	SAMEA2683121	Scaffold	2012	Peru	NULL	NULL
GCA_900122175.1	PRJEB5280	SAMEA2682765	Scaffold	2009	Peru	NULL	NULL
GCA_900123425.1	PRJEB5280	SAMEA2682945	Scaffold	2009	Peru	NULL	NULL
GCA_900121925.1	PRJEB5280	SAMEA2682733	Scaffold	2009	Peru	NULL	NULL
GCA_900122415.1	PRJEB5280	SAMEA2683051	Scaffold	2011	Peru	NULL	NULL
GCA_900123005.1	PRJEB5280	SAMEA2683027	Scaffold	2006	Peru	NULL	NULL
GCA_900124045.1	PRJEB5280	SAMEA2682925	Scaffold	2009	Peru	NULL	NULL
GCA_900123025.1	PRJEB5280	SAMEA2683139	Scaffold	2012	Peru	NULL	NULL
GCA_900124035.1	PRJEB5280	SAMEA2682880	Scaffold	2009	Peru	NULL	NULL
GCA_900123205.1	PRJEB5280	SAMEA2682828	Scaffold	2009	Peru	NULL	NULL
GCA_900124275.1	PRJEB5280	SAMEA2682956	Scaffold	2009	Peru	NULL	NULL
GCA_900123175.1	PRJEB5280	SAMEA2682825	Scaffold	2009	Peru	NULL	NULL
GCA_900121845.1	PRJEB5280	SAMEA2682719	Scaffold	2008	Peru	NULL	NULL
GCA_900127595.1	PRJEB5280	SAMEA2683056	Scaffold	2011	Peru	NULL	NULL
GCA_900127485.1	PRJEB5280	SAMEA2682697	Scaffold	2009	Peru	NULL	NULL
GCA_900127195.1	PRJEB5280	SAMEA2683134	Scaffold	2012	Peru	NULL	NULL
GCA_900127225.1	PRJEB5280	SAMEA2682816	Scaffold	2009	Peru	NULL	NULL
GCA_900127145.1	PRJEB5280	SAMEA2683097	Scaffold	2012	Peru	NULL	NULL
GCA_900127125.1	PRJEB5280	SAMEA2683128	Scaffold	2012	Peru	NULL	NULL
GCA_900127305.1	PRJEB5280	SAMEA2682734	Scaffold	2009	Peru	NULL	NULL
GCA_900127525.1	PRJEB5280	SAMEA2682991	Scaffold	2011	Peru	NULL	NULL
GCA_900127165.1	PRJEB5280	SAMEA2682887	Scaffold	2009	Peru	NULL	NULL
GCA_900127495.1	PRJEB5280	SAMEA2682910	Scaffold	2009	Peru	NULL	NULL
GCA_900127555.1	PRJEB5280	SAMEA2682979	Scaffold	2011	Peru	NULL	NULL
GCA_900127605.1	PRJEB5280	SAMEA2683059	Scaffold	2011	Peru	NULL	NULL
GCA_900127565.1	PRJEB5280	SAMEA2682869	Scaffold	2009	Peru	NULL	NULL
GCA_900127585.1	PRJEB5280	SAMEA2682802	Scaffold	2009	Peru	NULL	NULL
GCA_900127175.1	PRJEB5280	SAMEA2682893	Scaffold	2010	Peru	NULL	NULL
GCA_900127265.1	PRJEB5280	SAMEA2682724	Scaffold	2009	Peru	NULL	NULL
GCA_900127445.1	PRJEB5280	SAMEA2683037	Scaffold	2011	Peru	NULL	NULL
GCA_900127425.1	PRJEB5280	SAMEA2683140	Scaffold	2011	Peru	NULL	NULL
GCA_900127255.1	PRJEB5280	SAMEA2683016	Scaffold	2011	Peru	NULL	NULL
GCA_900127345.1	PRJEB5280	SAMEA2682889	Scaffold	2009	Peru	NULL	NULL
GCA_900127275.1	PRJEB5280	SAMEA2682904	Scaffold	2009	Peru	NULL	NULL
GCA_900127435.1	PRJEB5280	SAMEA2682829	Scaffold	2009	Peru	NULL	NULL
GCA_900127355.1	PRJEB5280	SAMEA2682900	Scaffold	2009	Peru	NULL	NULL
GCA_900127625.1	PRJEB5280	SAMEA2683147	Scaffold	2012	Peru	NULL	NULL
GCA_900127325.1	PRJEB5280	SAMEA2682753	Scaffold	2009	Peru	NULL	NULL
GCA_900127515.1	PRJEB5280	SAMEA2682818	Scaffold	2009	Peru	NULL	NULL
GCA_900127385.1	PRJEB5280	SAMEA2682878	Scaffold	2010	Peru	NULL	NULL
GCA_900127135.1	PRJEB5280	SAMEA2682896	Scaffold	2010	Peru	NULL	NULL
GCA_900127155.1	PRJEB5280	SAMEA2682951	Scaffold	2009	Peru	NULL	NULL
GCA_900127285.1	PRJEB5280	SAMEA2683144	Scaffold	2012	Peru	NULL	NULL
GCA_900127215.1	PRJEB5280	SAMEA2682902	Scaffold	2009	Peru	NULL	NULL
GCA_900127415.1	PRJEB5280	SAMEA2683038	Scaffold	2011	Peru	NULL	NULL
GCA_900127615.1	PRJEB5280	SAMEA2683146	Scaffold	2012	Peru	NULL	NULL
GCA_900127545.1	PRJEB5280	SAMEA2682752	Scaffold	2009	Peru	NULL	NULL
GCA_900127455.1	PRJEB5280	SAMEA2682996	Scaffold	2011	Peru	NULL	NULL
GCA_900127365.1	PRJEB5280	SAMEA2683048	Scaffold	2011	Peru	NULL	NULL
GCA_900127465.1	PRJEB5280	SAMEA2683131	Scaffold	2012	Peru	NULL	NULL
GCA_900127185.1	PRJEB5280	SAMEA2682855	Scaffold	2009	Peru	NULL	NULL
GCA_900127375.1	PRJEB5280	SAMEA2683113	Scaffold	2012	Peru	NULL	NULL
GCA_900127235.1	PRJEB5280	SAMEA2683058	Scaffold	2011	Peru	NULL	NULL
GCA_900127395.1	PRJEB5280	SAMEA2682958	Scaffold	2009	Peru	NULL	NULL
GCA_900127535.1	PRJEB5280	SAMEA2682988	Scaffold	2011	Peru	NULL	NULL
GCA_900127315.1	PRJEB5280	SAMEA2683148	Scaffold	2012	Peru	NULL	NULL
GCA_900127245.1	PRJEB5280	SAMEA2682747	Scaffold	2009	Peru	NULL	NULL
GCA_900127475.1	PRJEB5280	SAMEA2682980	Scaffold	2011	Peru	NULL	NULL
GCA_900127405.1	PRJEB5280	SAMEA2683076	Scaffold	2011	Peru	NULL	NULL
GCA_900127205.1	PRJEB5280	SAMEA2683098	Scaffold	2012	Peru	NULL	NULL
GCA_900127335.1	PRJEB5280	SAMEA2682928	Scaffold	2009	Peru	NULL	NULL
GCA_900123925.1	PRJEB5280	SAMEA2682909	Scaffold	NULL	Peru	NULL	NULL
GCA_900124605.1	PRJEB5280	SAMEA2682810	Scaffold	NULL	Peru	NULL	NULL
GCA_900124635.1	PRJEB5280	SAMEA2682939	Scaffold	NULL	Peru	NULL	NULL
GCA_001889675.1	PRJNA343736	SAMN05830711	Contig	1/1/2012	Peru: Lima	tuberculosis	missing
GCA_001889665.1	PRJNA343736	SAMN05830710	Contig	1/1/2012	Peru: Lima	tuberculosis	missing
GCA_001889725.1	PRJNA343736	SAMN05830709	Contig	1/1/2012	Peru: Lima	tuberculosis	missing
GCA_001895765.1	PRJNA343736	SAMN06010135	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001895785.1	PRJNA343736	SAMN06010493	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001895805.1	PRJNA343736	SAMN06010122	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001895825.1	PRJNA343736	SAMN06010171	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001895845.1	PRJNA343736	SAMN06010490	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001895865.1	PRJNA343736	SAMN06010343	Complete Genome	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_000270365.1	PRJNA19583	SAMN02603011	Complete Genome	2005	China: Fujian, Fujian Province	NULL	sputum from patient with secondary pulmonary tuberculosis
GCA_000154605.2	PRJNA21057	SAMN00103288	Complete Genome	NULL	NULL	NULL	NULL
GCA_001922485.1	PRJNA357378	SAMN06141171	Complete Genome	6/2/1998	Denmark:Aarhus	Tuberculosis	Sputum
GCA_900155225.1	PRJEB14778	SAMEA4554917	Contig	16/4/2016	Morocco	NULL	sputum
GCA_000263135.1	PRJNA47937	SAMN02471106	Chromosome	NULL	NULL	NULL	NULL
GCA_001938725.1	PRJNA329548	SAMN05414673	Complete Genome	2012	USA	NULL	NULL
GCA_001941665.1	PRJNA326075	SAMN05257278	Chromosome	2013	Germany	NULL	NULL
GCA_001942645.1	PRJNA343736	SAMN06010124	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942655.1	PRJNA343736	SAMN06010121	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942635.1	PRJNA343736	SAMN06010119	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942705.1	PRJNA343736	SAMN06010125	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942715.1	PRJNA343736	SAMN06010127	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942725.1	PRJNA343736	SAMN06010128	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942735.1	PRJNA343736	SAMN06010130	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942795.1	PRJNA343736	SAMN06010132	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942815.1	PRJNA343736	SAMN06010134	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942785.1	PRJNA343736	SAMN06010131	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942805.1	PRJNA343736	SAMN06010136	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942865.1	PRJNA343736	SAMN06010142	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942885.1	PRJNA343736	SAMN06010140	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942875.1	PRJNA343736	SAMN06010139	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942905.1	PRJNA343736	SAMN06010144	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942945.1	PRJNA343736	SAMN06010145	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942955.1	PRJNA343736	SAMN06010146	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942965.1	PRJNA343736	SAMN06010148	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001942975.1	PRJNA343736	SAMN06010149	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943025.1	PRJNA343736	SAMN06010154	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943045.1	PRJNA343736	SAMN06010151	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943035.1	PRJNA343736	SAMN06010152	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943055.1	PRJNA343736	SAMN06010155	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943115.1	PRJNA343736	SAMN06010158	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943135.1	PRJNA343736	SAMN06010159	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943125.1	PRJNA343736	SAMN06010161	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943105.1	PRJNA343736	SAMN06010156	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943185.1	PRJNA343736	SAMN06010162	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943195.1	PRJNA343736	SAMN06010165	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943205.1	PRJNA343736	SAMN06010164	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943225.1	PRJNA343736	SAMN06010167	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943265.1	PRJNA343736	SAMN06010168	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943295.1	PRJNA343736	SAMN06010174	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943275.1	PRJNA343736	SAMN06010172	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943285.1	PRJNA343736	SAMN06010169	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943345.1	PRJNA343736	SAMN06010175	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943375.1	PRJNA343736	SAMN06010180	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943385.1	PRJNA343736	SAMN06010178	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943355.1	PRJNA343736	SAMN06010177	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943425.1	PRJNA343736	SAMN06010181	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943435.1	PRJNA343736	SAMN06010184	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943445.1	PRJNA343736	SAMN06010186	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943485.1	PRJNA343736	SAMN06010183	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943495.1	PRJNA343736	SAMN06010187	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943515.1	PRJNA343736	SAMN06010189	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943505.1	PRJNA343736	SAMN06010190	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943565.1	PRJNA343736	SAMN06010198	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943575.1	PRJNA343736	SAMN06010194	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943585.1	PRJNA343736	SAMN06010197	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943595.1	PRJNA343736	SAMN06010193	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943655.1	PRJNA343736	SAMN06010200	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943645.1	PRJNA343736	SAMN06010201	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943675.1	PRJNA343736	SAMN06010204	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943665.1	PRJNA343736	SAMN06010203	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943725.1	PRJNA343736	SAMN06010207	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943745.1	PRJNA343736	SAMN06010210	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943735.1	PRJNA343736	SAMN06010208	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943755.1	PRJNA343736	SAMN06010211	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943815.1	PRJNA343736	SAMN06010120	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943805.1	PRJNA343736	SAMN06010123	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943825.1	PRJNA343736	SAMN06010126	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943835.1	PRJNA343736	SAMN06010129	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943895.1	PRJNA343736	SAMN06010137	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943885.1	PRJNA343736	SAMN06010133	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943905.1	PRJNA343736	SAMN06010138	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943915.1	PRJNA343736	SAMN06010141	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943965.1	PRJNA343736	SAMN06010143	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943995.1	PRJNA343736	SAMN06010153	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943985.1	PRJNA343736	SAMN06010150	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001943975.1	PRJNA343736	SAMN06010147	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944045.1	PRJNA343736	SAMN06010157	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944055.1	PRJNA343736	SAMN06010163	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944065.1	PRJNA343736	SAMN06010166	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944075.1	PRJNA343736	SAMN06010160	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944135.1	PRJNA343736	SAMN06010173	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944125.1	PRJNA343736	SAMN06010170	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944145.1	PRJNA343736	SAMN06010176	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944155.1	PRJNA343736	SAMN06010179	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944205.1	PRJNA343736	SAMN06010182	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944225.1	PRJNA343736	SAMN06010188	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944215.1	PRJNA343736	SAMN06010185	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944235.1	PRJNA343736	SAMN06010191	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944295.1	PRJNA343736	SAMN06010192	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944285.1	PRJNA343736	SAMN06010195	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944335.1	PRJNA343736	SAMN06010196	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944325.1	PRJNA343736	SAMN06010199	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944375.1	PRJNA343736	SAMN06010205	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944365.1	PRJNA343736	SAMN06010202	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944405.1	PRJNA343736	SAMN06010209	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944415.1	PRJNA343736	SAMN06010206	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944455.1	PRJNA343736	SAMN06010213	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944445.1	PRJNA343736	SAMN06010212	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944485.1	PRJNA343736	SAMN06010215	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944465.1	PRJNA343736	SAMN06010214	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944545.1	PRJNA343736	SAMN06010218	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944525.1	PRJNA343736	SAMN06010217	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944535.1	PRJNA343736	SAMN06010216	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944555.1	PRJNA343736	SAMN06010219	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944605.1	PRJNA343736	SAMN06010221	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944635.1	PRJNA343736	SAMN06010223	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944625.1	PRJNA343736	SAMN06010222	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944615.1	PRJNA343736	SAMN06010220	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944695.1	PRJNA343736	SAMN06010224	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944705.1	PRJNA343736	SAMN06010227	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944685.1	PRJNA343736	SAMN06010225	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944715.1	PRJNA343736	SAMN06010226	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944765.1	PRJNA343736	SAMN06010229	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944775.1	PRJNA343736	SAMN06010230	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944815.1	PRJNA343736	SAMN06010231	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944795.1	PRJNA343736	SAMN06010228	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
